INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222016663,3114,,INVESTIGATE PROPERTY,A1, ,0,2022-03-09 18:19:00,2022,3,Wednesday,18,,CENTRAL ST,42.35885423982053,-71.05273675703184,"(42.35885423982053, -71.05273675703184)"
222016838,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,167,0,2022-03-09 18:00:00,2022,3,Wednesday,18,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222016648,423,,ASSAULT - AGGRAVATED,A1, ,0,2022-03-09 18:00:00,2022,3,Wednesday,18,,BEACH ST,42.35125901558118,-71.06009370518534,"(42.35125901558118, -71.06009370518534)"
222016656,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B3, ,0,2022-03-09 17:54:00,2022,3,Wednesday,17,,HARVARD ST,42.29648008044602,-71.08001594293955,"(42.29648008044602, -71.08001594293955)"
222016688,3001,,DEATH INVESTIGATION,C11, ,0,2022-03-09 17:51:00,2022,3,Wednesday,17,,WASHINGTON ST,42.30022550805351,-71.0746831311047,"(42.30022550805351, -71.0746831311047)"
222016646,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,422,0,2022-03-09 17:50:00,2022,3,Wednesday,17,,RIVER ST,42.27141481952341,-71.08014338104022,"(42.27141481952341, -71.08014338104022)"
222016658,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14, ,0,2022-03-09 17:49:00,2022,3,Wednesday,17,,FANEUIL ST,42.35555336396721,-71.15274721395072,"(42.35555336396721, -71.15274721395072)"
222016645,2619,,FUGITIVE FROM JUSTICE,B2,320,0,2022-03-09 17:45:00,2022,3,Wednesday,17,,BLUE HILL AVE,42.30889840345595,-71.08305190474378,"(42.30889840345595, -71.08305190474378)"
222016641,2905,,VAL - VIOLATION OF AUTO LAW,C11, ,0,2022-03-09 17:32:00,2022,3,Wednesday,17,,GENEVA AVE,42.30135087306442,-71.0679646454634,"(42.30135087306442, -71.0679646454634)"
222016657,2907,,VAL - OPERATING AFTER REV/SUSP.,B3,463,0,2022-03-09 17:21:00,2022,3,Wednesday,17,,"BLUE HILL AVE & HARVARD ST
BOSTON  MA 02124
UNITED",42.29485997704301,-71.08783999836773,"(42.29485997704301, -71.08783999836773)"
222016743,520,,BURGLARY - RESIDENTIAL,B2,282,0,2022-03-09 17:06:00,2022,3,Wednesday,17,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
222016642,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E18, ,0,2022-03-09 16:57:00,2022,3,Wednesday,16,,"CUMMINS HWY & WOOD AVE
MATTAPAN  MA 02126
UNITED S",42.274303041011585,-71.10920402707993,"(42.274303041011585, -71.10920402707993)"
222016839,3821,,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,A7,28,0,2022-03-09 16:50:00,2022,3,Wednesday,16,,PARIS ST,42.3708180467024,-71.03929078135145,"(42.3708180467024, -71.03929078135145)"
222016651,3114,,INVESTIGATE PROPERTY,C11,355,0,2022-03-09 16:45:00,2022,3,Wednesday,16,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222016624,3115,,INVESTIGATE PERSON,D4, ,0,2022-03-09 16:40:00,2022,3,Wednesday,16,,COLUMBUS AVE,42.346592613471536,-71.07422967044378,"(42.346592613471536, -71.07422967044378)"
222016626,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,C6, ,0,2022-03-09 16:28:00,2022,3,Wednesday,16,,"W BROADWAY & E ST
SOUTH BOSTON  MA 02127
UNITED ST",42.33781299879817,-71.04929194179351,"(42.33781299879817, -71.04929194179351)"
222016634,801,,ASSAULT - SIMPLE,C11,347,0,2022-03-09 16:25:00,2022,3,Wednesday,16,,WILKINSON PARK,42.307204060909946,-71.06128994760986,"(42.307204060909946, -71.06128994760986)"
222016640,3115,,INVESTIGATE PERSON,A1,77,0,2022-03-09 16:20:00,2022,3,Wednesday,16,,NEW SUDBURY ST,42.361838566564714,-71.05976489094158,"(42.361838566564714, -71.05976489094158)"
222016628,1102,,FRAUD - FALSE PRETENSE / SCHEME,D4, ,0,2022-03-09 16:16:00,2022,3,Wednesday,16,,TREMONT ST,42.343729638564014,-71.07206985064275,"(42.343729638564014, -71.07206985064275)"
222016627,3115,,INVESTIGATE PERSON,D4, ,0,2022-03-09 16:16:00,2022,3,Wednesday,16,,MASSACHUSETTS AVE,42.34439568415443,-71.08632016344815,"(42.34439568415443, -71.08632016344815)"
222016614,3115,,INVESTIGATE PERSON,D4, ,0,2022-03-09 16:02:00,2022,3,Wednesday,16,,COLUMBUS AVE,42.34133200054772,-71.0807435012247,"(42.34133200054772, -71.0807435012247)"
222016665,3115,,INVESTIGATE PERSON,D4, ,0,2022-03-09 16:00:00,2022,3,Wednesday,16,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222016619,3115,,INVESTIGATE PERSON,C11, ,0,2022-03-09 15:50:00,2022,3,Wednesday,15,,PAYSON AVE,42.31396144654966,-71.06685454830861,"(42.31396144654966, -71.06685454830861)"
222016615,3301,,VERBAL DISPUTE,D14, ,0,2022-03-09 15:49:00,2022,3,Wednesday,15,,LINDEN ST,42.355401129876554,-71.13090648919811,"(42.355401129876554, -71.13090648919811)"
222016620,613,,LARCENY SHOPLIFTING,A7, ,0,2022-03-09 15:46:00,2022,3,Wednesday,15,,CHELSEA ST,42.37945053280632,-71.02770084815363,"(42.37945053280632, -71.02770084815363)"
222016622,1831,,SICK ASSIST,C11, ,0,2022-03-09 15:44:00,2022,3,Wednesday,15,,STANLEY ST,42.30942584581252,-71.06956549028966,"(42.30942584581252, -71.06956549028966)"
222016636,3115,,INVESTIGATE PERSON,E5, ,0,2022-03-09 15:40:00,2022,3,Wednesday,15,,BLUE LEDGE DR,42.2762018079965,-71.13788918660771,"(42.2762018079965, -71.13788918660771)"
222016633,3801,,M/V ACCIDENT - OTHER,B2, ,0,2022-03-09 15:37:00,2022,3,Wednesday,15,,"PARKER ST & STATION ST
ROXBURY  MA 02120
UNITED ST",42.33323198017869,-71.09609902231944,"(42.33323198017869, -71.09609902231944)"
222016609,3115,,INVESTIGATE PERSON,A1, ,0,2022-03-09 15:34:00,2022,3,Wednesday,15,,CAUSEWAY ST,42.365374796420454,-71.06154161481645,"(42.365374796420454, -71.06154161481645)"
222016662,801,,ASSAULT - SIMPLE,E18,520,0,2022-03-09 15:30:00,2022,3,Wednesday,15,,HYDE PARK AVE,42.256215920402155,-71.12401947329023,"(42.256215920402155, -71.12401947329023)"
222016610,613,,LARCENY SHOPLIFTING,A1,112,0,2022-03-09 15:26:00,2022,3,Wednesday,15,,WASHINGTON ST,42.355123390368036,-71.06087979851635,"(42.355123390368036, -71.06087979851635)"
222016824,3801,,M/V ACCIDENT - OTHER,B3,465,0,2022-03-09 15:20:00,2022,3,Wednesday,15,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222016611,3115,,INVESTIGATE PERSON,D4, ,0,2022-03-09 15:20:00,2022,3,Wednesday,15,,WESTLAND AVE,42.34376458213396,-71.08866865414066,"(42.34376458213396, -71.08866865414066)"
222016607,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,, ,0,2022-03-09 15:14:00,2022,3,Wednesday,15,,"MORTON ST & W MAIN ST
BOSTON  MA 02126
UNITED STAT",42.288939953062204,-71.09456995899112,"(42.288939953062204, -71.09456995899112)"
222016612,3007,,SUDDEN DEATH,B2, ,0,2022-03-09 15:07:00,2022,3,Wednesday,15,,FRAWLEY ST,42.33279607011238,-71.1079332741814,"(42.33279607011238, -71.1079332741814)"
222016742,3201,,PROPERTY - LOST/ MISSING,A7,28,0,2022-03-09 15:00:00,2022,3,Wednesday,15,,PARIS ST,42.3708180467024,-71.03929078135145,"(42.3708180467024, -71.03929078135145)"
222016599,1402,,VANDALISM,B2, ,0,2022-03-09 14:26:00,2022,3,Wednesday,14,,CABOT ST,42.3333819998324,-71.08745421330494,"(42.3333819998324, -71.08745421330494)"
222016602,3301,,VERBAL DISPUTE,B2, ,0,2022-03-09 14:23:00,2022,3,Wednesday,14,,WEAVER CT,42.321461047523435,-71.09681729081372,"(42.321461047523435, -71.09681729081372)"
222016605,3114,,INVESTIGATE PROPERTY,E5, ,0,2022-03-09 14:17:00,2022,3,Wednesday,14,,"BUSSEY ST & WALTER ST
ROSLINDALE  MA 02131
UNITED ",42.29649799977005,-71.12933398738875,"(42.29649799977005, -71.12933398738875)"
222016590,619,,LARCENY ALL OTHERS,C6, ,0,2022-03-09 14:02:00,2022,3,Wednesday,14,,BOSTON WHARF RD,42.350623560655556,-71.04637521243825,"(42.350623560655556, -71.04637521243825)"
222016575,520,,BURGLARY - RESIDENTIAL,C11,355,0,2022-03-09 13:48:00,2022,3,Wednesday,13,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222016596,3115,,INVESTIGATE PERSON,C11,459,0,2022-03-09 13:45:00,2022,3,Wednesday,13,,WASHINGTON ST,42.30455731999765,-71.07950549451434,"(42.30455731999765, -71.07950549451434)"
222016591,3115,,INVESTIGATE PERSON,A15, ,0,2022-03-09 13:45:00,2022,3,Wednesday,13,,CITY SQ,42.37196094189775,-71.06217021233844,"(42.37196094189775, -71.06217021233844)"
222016604,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,167,0,2022-03-09 13:30:00,2022,3,Wednesday,13,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222016576,3301,,VERBAL DISPUTE,D4, ,0,2022-03-09 13:24:00,2022,3,Wednesday,13,,NORWAY ST,42.34535674551139,-71.08909649943979,"(42.34535674551139, -71.08909649943979)"
222016582,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,, ,0,2022-03-09 13:23:00,2022,3,Wednesday,13,,N WASHINGTON,0,0,"(0, 0)"
222016572,3115,,INVESTIGATE PERSON,D14, ,0,2022-03-09 13:21:00,2022,3,Wednesday,13,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222016581,3116,,HARBOR INCIDENT / VIOLATION,A15, ,0,2022-03-09 13:20:00,2022,3,Wednesday,13,,TOBIN BRIDGE,0,0,"(0, 0)"
222016589,3502,,MISSING PERSON - LOCATED,B3,465,0,2022-03-09 13:13:00,2022,3,Wednesday,13,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222016570,3115,,INVESTIGATE PERSON,A7,18,0,2022-03-09 13:06:00,2022,3,Wednesday,13,,BREMEN ST,42.37842946980703,-71.02778664853459,"(42.37842946980703, -71.02778664853459)"
222018576,2905,,VAL - VIOLATION OF AUTO LAW,B2, ,0,2022-03-09 13:05:00,2022,3,Wednesday,13,,HUMBOLDT AVE,42.31315498525381,-71.08948876312934,"(42.31315498525381, -71.08948876312934)"
222016578,3122,,AIRCRAFT INCIDENTS,A7, ,0,2022-03-09 12:50:00,2022,3,Wednesday,12,,PRESCOTT ST,42.37525782172053,-71.02466343305959,"(42.37525782172053, -71.02466343305959)"
222016577,3115,,INVESTIGATE PERSON,D4, ,0,2022-03-09 12:50:00,2022,3,Wednesday,12,,MASSACHUSETTS AVE,42.34243944830421,-71.08445529920462,"(42.34243944830421, -71.08445529920462)"
222016625,613,,LARCENY SHOPLIFTING,D4, ,0,2022-03-09 12:46:00,2022,3,Wednesday,12,,HUNTINGTON AVE,42.34797239824585,-71.07849581587274,"(42.34797239824585, -71.07849581587274)"
222016568,3801,,M/V ACCIDENT - OTHER,B2, ,0,2022-03-09 12:46:00,2022,3,Wednesday,12,,"HOWARD AVE & QUINCY ST
DORCHESTER  MA 02125
UNITED",42.31322998704252,-71.07565202677144,"(42.31322998704252, -71.07565202677144)"
222017634,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2022-03-09 12:45:00,2022,3,Wednesday,12,,BLUE HILL AVENUE,0,0,"(0, 0)"
222016565,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,520,0,2022-03-09 12:45:00,2022,3,Wednesday,12,,HYDE PARK AVE,42.256215920402155,-71.12401947329023,"(42.256215920402155, -71.12401947329023)"
222016573,3501,,MISSING PERSON,C11, ,0,2022-03-09 12:36:00,2022,3,Wednesday,12,,ANNAPOLIS ST,42.31731904721371,-71.0615088178479,"(42.31731904721371, -71.0615088178479)"
222016571,801,,ASSAULT - SIMPLE,E13, ,0,2022-03-09 12:36:00,2022,3,Wednesday,12,,JAMAICAWAY CT,42.3170342394798,-71.11621415946314,"(42.3170342394798, -71.11621415946314)"
222016559,801,,ASSAULT - SIMPLE,E5, ,0,2022-03-09 12:16:00,2022,3,Wednesday,12,,VFW PKWY,42.2711311035442,-71.17267965056989,"(42.2711311035442, -71.17267965056989)"
222016561,520,,BURGLARY - RESIDENTIAL,C11, ,0,2022-03-09 12:04:00,2022,3,Wednesday,12,,HECLA ST,42.30682137512941,-71.06030034670285,"(42.30682137512941, -71.06030034670285)"
222016846,1402,,VANDALISM,External, ,0,2022-03-09 12:00:00,2022,3,Wednesday,12,,HIGHLAND AVENUE,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
222016563,3410,,TOWED MOTOR VEHICLE,B3, ,0,2022-03-09 11:51:00,2022,3,Wednesday,11,,"LUCERNE ST & BALSAM ST
DORCHESTER  MA 02124
UNITED",42.286863004875926,-71.08850702436001,"(42.286863004875926, -71.08850702436001)"
222016556,1831,,SICK ASSIST,E18, ,0,2022-03-09 11:51:00,2022,3,Wednesday,11,,HYDE PARK AVE,42.28451957740389,-71.11898867918123,"(42.28451957740389, -71.11898867918123)"
222016566,3115,,INVESTIGATE PERSON,A1, ,0,2022-03-09 11:43:00,2022,3,Wednesday,11,,TEMPLE PL,42.35521428732261,-71.06206350909659,"(42.35521428732261, -71.06206350909659)"
222016542,3410,,TOWED MOTOR VEHICLE,A7, ,0,2022-03-09 11:35:00,2022,3,Wednesday,11,,SARATOGA ST,42.37784576690065,-71.03303550485333,"(42.37784576690065, -71.03303550485333)"
222016548,3301,,VERBAL DISPUTE,C11, ,0,2022-03-09 11:16:00,2022,3,Wednesday,11,,SAVIN HILL AVE,42.311777095250356,-71.05402089806711,"(42.311777095250356, -71.05402089806711)"
222016544,1831,,SICK ASSIST,A1, ,0,2022-03-09 11:15:00,2022,3,Wednesday,11,,COURT ST,42.35892278751083,-71.0583535444055,"(42.35892278751083, -71.0583535444055)"
222016586,3301,,VERBAL DISPUTE,A1, ,0,2022-03-09 11:02:00,2022,3,Wednesday,11,,BOWDOIN ST,42.36038172517122,-71.06285768482353,"(42.36038172517122, -71.06285768482353)"
222016554,3114,,INVESTIGATE PROPERTY,E13, ,0,2022-03-09 11:00:00,2022,3,Wednesday,11,,GREEN ST,42.30960751826303,-71.10499195967677,"(42.30960751826303, -71.10499195967677)"
222016536,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4, ,0,2022-03-09 10:56:00,2022,3,Wednesday,10,,"ALBANY ST & E NEWTON ST
BOSTON  MA 02118
UNITED ST",42.33592003273651,-71.07006994551891,"(42.33592003273651, -71.07006994551891)"
222016560,1831,,SICK ASSIST,D4, ,0,2022-03-09 10:54:00,2022,3,Wednesday,10,,BOYLSTON ST,42.34901954394794,-71.08130134210003,"(42.34901954394794, -71.08130134210003)"
222016540,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,E13,572,0,2022-03-09 10:52:00,2022,3,Wednesday,10,,COLUMBUS AVE,42.31501292551643,-71.09756690152177,"(42.31501292551643, -71.09756690152177)"
222016567,3115,,INVESTIGATE PERSON,C11,395,0,2022-03-09 10:45:00,2022,3,Wednesday,10,,DORCHESTER AVE,42.2843981982829,-71.06468373288614,"(42.2843981982829, -71.06468373288614)"
222016541,3114,,INVESTIGATE PROPERTY,E13, ,0,2022-03-09 10:40:00,2022,3,Wednesday,10,,WALK HILL ST,42.293927451030356,-71.11429309498598,"(42.293927451030356, -71.11429309498598)"
222018967,520,,BURGLARY - RESIDENTIAL,B3, ,0,2022-03-09 10:00:00,2022,3,Wednesday,10,,KERWIN ST,42.29356131960199,-71.0812951698821,"(42.29356131960199, -71.0812951698821)"
222016655,3114,,INVESTIGATE PROPERTY,B2, ,0,2022-03-09 10:00:00,2022,3,Wednesday,10,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
222016654,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2, ,0,2022-03-09 10:00:00,2022,3,Wednesday,10,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
222016525,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A1, ,0,2022-03-09 09:47:00,2022,3,Wednesday,9,,"N BENNET ST & N BENNET CT
BOSTON  MA 02113
UNITED ",42.36562996312203,-71.05469994942095,"(42.36562996312203, -71.05469994942095)"
222016533,3402,,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",B3,431,0,2022-03-09 09:34:00,2022,3,Wednesday,9,,BLUE HILL AVE,42.287515762440655,-71.09027098972015,"(42.287515762440655, -71.09027098972015)"
222016545,3410,,TOWED MOTOR VEHICLE,B2, ,0,2022-03-09 09:22:00,2022,3,Wednesday,9,,EASTMAN ST,42.31986039893664,-71.0643412009513,"(42.31986039893664, -71.0643412009513)"
222017158,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3,463,0,2022-03-09 09:00:00,2022,3,Wednesday,9,,WILBERT RD,42.29406247037478,-71.09004552759154,"(42.29406247037478, -71.09004552759154)"
222016758,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,691,0,2022-03-09 09:00:00,2022,3,Wednesday,9,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
222016514,3410,,TOWED MOTOR VEHICLE,C11, ,0,2022-03-09 08:50:00,2022,3,Wednesday,8,,CRESCENT AVE,42.318910980965406,-71.05536318728505,"(42.318910980965406, -71.05536318728505)"
222016666,1831,,SICK ASSIST,B3,434,0,2022-03-09 08:39:00,2022,3,Wednesday,8,,CROWELL STREET,0,0,"(0, 0)"
222016516,3006,,SICK/INJURED/MEDICAL - PERSON,B2, ,0,2022-03-09 08:38:00,2022,3,Wednesday,8,,WAUMBECK ST,42.314012895655104,-71.08635276783563,"(42.314012895655104, -71.08635276783563)"
222016520,3410,,TOWED MOTOR VEHICLE,A15, ,0,2022-03-09 08:30:00,2022,3,Wednesday,8,,PROSPECT ST,42.37573622619756,-71.05813797275842,"(42.37573622619756, -71.05813797275842)"
222016546,3114,,INVESTIGATE PROPERTY,E13, ,0,2022-03-09 08:24:00,2022,3,Wednesday,8,,MEYER ST,42.288915299872954,-71.11497303144021,"(42.288915299872954, -71.11497303144021)"
222016510,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2022-03-09 08:09:00,2022,3,Wednesday,8,,MORELAND ST,42.325720971088785,-71.08220071492579,"(42.325720971088785, -71.08220071492579)"
222016538,2670,,HARASSMENT/ CRIMINAL HARASSMENT,E5,720,0,2022-03-09 07:57:00,2022,3,Wednesday,7,,TEMPLE ST,42.27881656595645,-71.1608062342165,"(42.27881656595645, -71.1608062342165)"
222016509,3801,,M/V ACCIDENT - OTHER,E13, ,0,2022-03-09 07:49:00,2022,3,Wednesday,7,,CENTRE ST,42.30876948531946,-71.11879823765683,"(42.30876948531946, -71.11879823765683)"
222016919,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2, ,0,2022-03-09 07:00:00,2022,3,Wednesday,7,,HIGHLAND ST,42.325998631769785,-71.09318420287359,"(42.325998631769785, -71.09318420287359)"
222016522,3115,,INVESTIGATE PERSON,A15,41,0,2022-03-09 07:00:00,2022,3,Wednesday,7,,VINE ST,42.37663166813234,-71.05593195497872,"(42.37663166813234, -71.05593195497872)"
222016505,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2, ,0,2022-03-09 06:42:00,2022,3,Wednesday,6,,"ALBANY ST & MELNEA CASS BLVD
ROXBURY  MA 02119
UNI",42.33117798964968,-71.07700797530123,"(42.33117798964968, -71.07700797530123)"
222016506,3115,,INVESTIGATE PERSON,B3, ,0,2022-03-09 06:24:00,2022,3,Wednesday,6,,DEERING RD,42.28414024982017,-71.09305137909429,"(42.28414024982017, -71.09305137909429)"
222016502,3410,,TOWED MOTOR VEHICLE,C11, ,0,2022-03-09 05:33:00,2022,3,Wednesday,5,,MARYLAND ST,42.31165708427386,-71.05531786749317,"(42.31165708427386, -71.05531786749317)"
222016503,540,,BURGLARY - COMMERICAL,D4, ,0,2022-03-09 05:27:00,2022,3,Wednesday,5,,TREMONT ST,42.34182317214158,-71.0756298893,"(42.34182317214158, -71.0756298893)"
222016499,3110,,SERVICE TO OTHER AGENCY,D14,820,0,2022-03-09 03:57:00,2022,3,Wednesday,3,,SOLDIERS FIELD RD,42.359966716113284,-71.11750278438673,"(42.359966716113284, -71.11750278438673)"
222016495,1831,,SICK ASSIST,D14,816,0,2022-03-09 02:45:00,2022,3,Wednesday,2,,HOOKER ST,42.35828556311664,-71.12857456363311,"(42.35828556311664, -71.12857456363311)"
222016494,3115,,INVESTIGATE PERSON,D4, ,0,2022-03-09 02:19:00,2022,3,Wednesday,2,,LANSDOWNE ST,42.347173632182574,-71.09644389479354,"(42.347173632182574, -71.09644389479354)"
222016498,3007,,SUDDEN DEATH,A1, ,0,2022-03-09 01:40:00,2022,3,Wednesday,1,,OAK ST W,42.34852699138988,-71.06486874985352,"(42.34852699138988, -71.06486874985352)"
222016493,423,,ASSAULT - AGGRAVATED,A7, ,0,2022-03-09 01:30:00,2022,3,Wednesday,1,,LEYDEN STREET,0,0,"(0, 0)"
222016490,2905,,VAL - VIOLATION OF AUTO LAW,B2, ,0,2022-03-09 01:25:00,2022,3,Wednesday,1,,"COLUMBIA RD & INTERVALE ST
DORCHESTER  MA 02121
UN",42.30918501546634,-71.07396805220979,"(42.30918501546634, -71.07396805220979)"
222016489,1831,,SICK ASSIST,E13, ,0,2022-03-09 01:09:00,2022,3,Wednesday,1,,"COLUMBUS AVE & WASHINGTON ST
ROXBURY  MA 02119
UNI",42.31579195726913,-71.09829603081981,"(42.31579195726913, -71.09829603081981)"
222016487,3115,,INVESTIGATE PERSON,C11,355,0,2022-03-09 00:50:00,2022,3,Wednesday,0,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222016497,2907,,VAL - OPERATING AFTER REV/SUSP.,D4,270,0,2022-03-09 00:11:00,2022,3,Wednesday,0,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02118
UNI",42.33349998017161,-71.07350999617319,"(42.33349998017161, -71.07350999617319)"
222017173,616,,LARCENY THEFT OF BICYCLE,B2,282,0,2022-03-09 00:00:00,2022,3,Wednesday,0,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
222017148,3201,,PROPERTY - LOST/ MISSING,D4,167,0,2022-03-09 00:00:00,2022,3,Wednesday,0,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222017122,3207,,PROPERTY - FOUND,D4,161,0,2022-03-09 00:00:00,2022,3,Wednesday,0,,"BERKELEY ST & TREMONT ST
BOSTON  MA 02116
UNITED S",42.345274017862955,-71.06983599431932,"(42.345274017862955, -71.06983599431932)"
222016593,1831,,SICK ASSIST,A7,28,0,2022-03-09 00:00:00,2022,3,Wednesday,0,,GOVE ST,42.3721588029014,-71.03852378203004,"(42.3721588029014, -71.03852378203004)"
222016488,2905,,VAL - VIOLATION OF AUTO LAW,A1, ,0,2022-03-09 00:00:00,2022,3,Wednesday,0,,"BEACH ST & SURFACE RD
BOSTON  MA 02111
UNITED STAT",42.35104996855849,-71.05936003452172,"(42.35104996855849, -71.05936003452172)"
222018061,1106,,FRAUD - CREDIT CARD / ATM FRAUD,A7,28,0,2022-03-09 00:00:00,2022,3,Wednesday,0,,PARIS ST,42.3708180467024,-71.03929078135145,"(42.3708180467024, -71.03929078135145)"
222016486,3207,,PROPERTY - FOUND,B2, ,0,2022-03-08 23:55:00,2022,3,Tuesday,23,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
222016485,1831,,SICK ASSIST,C6, ,0,2022-03-08 23:47:00,2022,3,Tuesday,23,,REV RICHARD A BURKE ST,42.33159837022136,-71.05159631279159,"(42.33159837022136, -71.05159631279159)"
222016484,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11, ,0,2022-03-08 23:32:00,2022,3,Tuesday,23,,TOLMAN ST,42.28910152437044,-71.04656636233672,"(42.28910152437044, -71.04656636233672)"
222016481,1402,,VANDALISM,D4, ,0,2022-03-08 23:07:00,2022,3,Tuesday,23,,CAMDEN ST,42.338849837182444,-71.08263314242546,"(42.338849837182444, -71.08263314242546)"
222016479,1831,,SICK ASSIST,B2, ,0,2022-03-08 23:04:00,2022,3,Tuesday,23,,WASHINGTON ST,42.317504807523406,-71.09661015986917,"(42.317504807523406, -71.09661015986917)"
222016478,3114,,INVESTIGATE PROPERTY,C11, ,0,2022-03-08 23:01:00,2022,3,Tuesday,23,,DRAPER ST,42.30540714800679,-71.06547135152914,"(42.30540714800679, -71.06547135152914)"
222016477,3111,,LICENSE PREMISE VIOLATION,C6, ,0,2022-03-08 23:01:00,2022,3,Tuesday,23,,SUMMER ST,42.346638169069635,-71.04275464234603,"(42.346638169069635, -71.04275464234603)"
222016531,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B2, ,0,2022-03-08 23:00:00,2022,3,Tuesday,23,,MORELAND ST,42.32264639248114,-71.07603807513324,"(42.32264639248114, -71.07603807513324)"
222016480,3108,,FIRE REPORT,E13, ,0,2022-03-08 22:58:00,2022,3,Tuesday,22,,WALNUT PARK,42.31451478938523,-71.0947082029948,"(42.31451478938523, -71.0947082029948)"
222016483,3410,,TOWED MOTOR VEHICLE,B2, ,0,2022-03-08 22:55:00,2022,3,Tuesday,22,,"ALBANY ST & MELNEA CASS BLVD
ROXBURY  MA 02119
UNI",42.33117798964968,-71.07700797530123,"(42.33117798964968, -71.07700797530123)"
222016551,724,,AUTO THEFT,B2, ,0,2022-03-08 22:30:00,2022,3,Tuesday,22,,LONGWOOD AVE,42.33744151891779,-71.10428095571272,"(42.33744151891779, -71.10428095571272)"
222016475,3301,,VERBAL DISPUTE,E18, ,0,2022-03-08 22:30:00,2022,3,Tuesday,22,,COMO RD,42.240717183474054,-71.13935624426526,"(42.240717183474054, -71.13935624426526)"
222018055,1402,,VANDALISM,D14,778,0,2022-03-08 22:30:00,2022,3,Tuesday,22,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222016469,3111,,LICENSE PREMISE VIOLATION,C6,203,0,2022-03-08 22:17:00,2022,3,Tuesday,22,,SUMMER ST,42.346547702488806,-71.04284093220855,"(42.346547702488806, -71.04284093220855)"
222016476,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3, ,0,2022-03-08 22:15:00,2022,3,Tuesday,22,,RIVER ST,42.27012223134193,-71.0884875422258,"(42.27012223134193, -71.0884875422258)"
